"Device","Kernel","Invocations","Metric Name","Metric Description","Min","Max","Avg"
"GeForce GTX 1080 Ti (0)","_ZN2at6native41kernelHistogram1D_MaxPoolForward_bar_syncIfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_bENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iPKT7_iiiiiiiiiiiiiiPSP_Pl",1,"stall_memory_dependency","Issue Stall Reasons (Data Request)",30.074080%,30.074080%,30.074080%
"GeForce GTX 1080 Ti (0)","_ZN2at6native41kernelHistogram1D_MaxPoolForward_bar_syncIfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_bENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iPKT7_iiiiiiiiiiiiiiPSP_Pl",1,"achieved_occupancy","Achieved Occupancy",0.708757,0.708757,0.708757
"GeForce GTX 1080 Ti (0)","_ZN2at6native51kernelHistogram1D_upsample_bilinear2d_out_frame_100IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEEbENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iT8_SP_bNS_20PackedTensorAccessorIT7_Lm4ENS_16DefaultPtrTraitsElEEST_",1,"issue_slot_utilization","Issue Slot Utilization",47.700058%,47.700058%,47.700058%
"GeForce GTX 1080 Ti (0)","_ZN2at6native51kernelHistogram1D_upsample_bilinear2d_out_frame_100IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEEbENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iT8_SP_bNS_20PackedTensorAccessorIT7_Lm4ENS_16DefaultPtrTraitsElEEST_",1,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",4.827128,4.827128,4.827128
"GeForce GTX 1080 Ti (0)","_ZN2at6native51kernelHistogram1D_upsample_bilinear2d_out_frame_100IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEEbENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iT8_SP_bNS_20PackedTensorAccessorIT7_Lm4ENS_16DefaultPtrTraitsElEEST_",1,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",4.064652%,4.064652%,4.064652%
"GeForce GTX 1080 Ti (0)","_ZN2at6native51kernelHistogram1D_upsample_bilinear2d_out_frame_100IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEEbENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iT8_SP_bNS_20PackedTensorAccessorIT7_Lm4ENS_16DefaultPtrTraitsElEEST_",1,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",34.411077%,34.411077%,34.411077%
"GeForce GTX 1080 Ti (0)","_ZN2at6native51kernelHistogram1D_upsample_bilinear2d_out_frame_100IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEEbENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iT8_SP_bNS_20PackedTensorAccessorIT7_Lm4ENS_16DefaultPtrTraitsElEEST_",1,"stall_memory_dependency","Issue Stall Reasons (Data Request)",16.237283%,16.237283%,16.237283%
"GeForce GTX 1080 Ti (0)","_ZN2at6native51kernelHistogram1D_upsample_bilinear2d_out_frame_100IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEEbENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iT8_SP_bNS_20PackedTensorAccessorIT7_Lm4ENS_16DefaultPtrTraitsElEEST_",1,"achieved_occupancy","Achieved Occupancy",0.967572,0.967572,0.967572
"GeForce GTX 1080 Ti (0)","void at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>(long, float const *, long, long, long, long, long, long, long, long, long, long, long, long, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, float, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*)",1,"issue_slot_utilization","Issue Slot Utilization",53.606630%,53.606630%,53.606630%
"GeForce GTX 1080 Ti (0)","void at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>(long, float const *, long, long, long, long, long, long, long, long, long, long, long, long, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, float, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*)",1,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",4.286386,4.286386,4.286386
"GeForce GTX 1080 Ti (0)","void at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>(long, float const *, long, long, long, long, long, long, long, long, long, long, long, long, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, float, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*)",1,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",6.091414%,6.091414%,6.091414%
"GeForce GTX 1080 Ti (0)","void at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>(long, float const *, long, long, long, long, long, long, long, long, long, long, long, long, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, float, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*)",1,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",10.753181%,10.753181%,10.753181%
"GeForce GTX 1080 Ti (0)","void at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>(long, float const *, long, long, long, long, long, long, long, long, long, long, long, long, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, float, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*)",1,"stall_memory_dependency","Issue Stall Reasons (Data Request)",64.417132%,64.417132%,64.417132%
"GeForce GTX 1080 Ti (0)","void at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>(long, float const *, long, long, long, long, long, long, long, long, long, long, long, long, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, float, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_bar_sync<float, at::native::InvStd, float, float, float, int>*)",1,"achieved_occupancy","Achieved Occupancy",0.927954,0.927954,0.927954
"GeForce GTX 1080 Ti (0)","void at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_bar_sync<float, float, at::native::InvStd, float, float, float, int>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_bar_sync<float, float, at::native::InvStd, float, float, float, int>*, long*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, long*, float, long*, long*)",1,"issue_slot_utilization","Issue Slot Utilization",29.541690%,29.541690%,29.541690%
"GeForce GTX 1080 Ti (0)","void at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_bar_sync<float, float, at::native::InvStd, float, float, float, int>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_bar_sync<float, float, at::native::InvStd, float, float, float, int>*, long*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, long*, float, long*, long*)",1,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",1.792051,1.792051,1.792051
"GeForce GTX 1080 Ti (0)","void at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_bar_sync<float, float, at::native::InvStd, float, float, float, int>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_bar_sync<float, float, at::native::InvStd, float, float, float, int>*, long*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, long*, float, long*, long*)",1,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",5.245779%,5.245779%,5.245779%
"GeForce GTX 1080 Ti (0)","void at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_bar_sync<float, float, at::native::InvStd, float, float, float, int>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_bar_sync<float, float, at::native::InvStd, float, float, float, int>*, long*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, long*, float, long*, long*)",1,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",11.019516%,11.019516%,11.019516%
"GeForce GTX 1080 Ti (0)","void at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_bar_sync<float, float, at::native::InvStd, float, float, float, int>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_bar_sync<float, float, at::native::InvStd, float, float, float, int>*, long*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, long*, float, long*, long*)",1,"stall_memory_dependency","Issue Stall Reasons (Data Request)",74.907168%,74.907168%,74.907168%
"GeForce GTX 1080 Ti (0)","void at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_bar_sync<float, float, at::native::InvStd, float, float, float, int>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_bar_sync<float, float, at::native::InvStd, float, float, float, int>*, long*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, long*, float, long*, long*)",1,"achieved_occupancy","Achieved Occupancy",0.662429,0.662429,0.662429
"GeForce GTX 1080 Ti (0)","void at::native::_GLOBAL__N__50_tmpxft_00001b63_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward<float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__50_tmpxft_00001b63_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward<float, float>*, long*)",1,"issue_slot_utilization","Issue Slot Utilization",9.497460%,9.497460%,9.497460%
"GeForce GTX 1080 Ti (0)","void at::native::_GLOBAL__N__50_tmpxft_00001b63_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward<float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__50_tmpxft_00001b63_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward<float, float>*, long*)",1,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",0.541193,0.541193,0.541193
"GeForce GTX 1080 Ti (0)","void at::native::_GLOBAL__N__50_tmpxft_00001b63_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward<float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__50_tmpxft_00001b63_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward<float, float>*, long*)",1,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",0.758775%,0.758775%,0.758775%
"GeForce GTX 1080 Ti (0)","void at::native::_GLOBAL__N__50_tmpxft_00001b63_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward<float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__50_tmpxft_00001b63_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward<float, float>*, long*)",1,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",2.710737%,2.710737%,2.710737%
"GeForce GTX 1080 Ti (0)","void at::native::_GLOBAL__N__50_tmpxft_00001b63_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward<float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__50_tmpxft_00001b63_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward<float, float>*, long*)",1,"stall_memory_dependency","Issue Stall Reasons (Data Request)",94.746144%,94.746144%,94.746144%
"GeForce GTX 1080 Ti (0)","void at::native::_GLOBAL__N__50_tmpxft_00001b63_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward<float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__50_tmpxft_00001b63_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward<float, float>*, long*)",1,"achieved_occupancy","Achieved Occupancy",0.886399,0.886399,0.886399
"GeForce GTX 1080 Ti (0)","_ZN2at6native17kernelHistogram1DIfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_ENKUlvE_clEvENKUlvE0_clEvEUllE_EEvNS_4cuda6detail10TensorInfoIS9_T1_EESK_NSI_IT0_SJ_EEiSL_SL_SJ_T6_",1,"issue_slot_utilization","Issue Slot Utilization",14.885091%,14.885091%,14.885091%
"GeForce GTX 1080 Ti (0)","_ZN2at6native17kernelHistogram1DIfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_ENKUlvE_clEvENKUlvE0_clEvEUllE_EEvNS_4cuda6detail10TensorInfoIS9_T1_EESK_NSI_IT0_SJ_EEiSL_SL_SJ_T6_",1,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",0.733145,0.733145,0.733145
"GeForce GTX 1080 Ti (0)","_ZN2at6native17kernelHistogram1DIfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_ENKUlvE_clEvENKUlvE0_clEvEUllE_EEvNS_4cuda6detail10TensorInfoIS9_T1_EESK_NSI_IT0_SJ_EEiSL_SL_SJ_T6_",1,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",4.886313%,4.886313%,4.886313%
"GeForce GTX 1080 Ti (0)","_ZN2at6native17kernelHistogram1DIfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_ENKUlvE_clEvENKUlvE0_clEvEUllE_EEvNS_4cuda6detail10TensorInfoIS9_T1_EESK_NSI_IT0_SJ_EEiSL_SL_SJ_T6_",1,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",42.046570%,42.046570%,42.046570%
"GeForce GTX 1080 Ti (0)","_ZN2at6native17kernelHistogram1DIfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_ENKUlvE_clEvENKUlvE0_clEvEUllE_EEvNS_4cuda6detail10TensorInfoIS9_T1_EESK_NSI_IT0_SJ_EEiSL_SL_SJ_T6_",1,"stall_memory_dependency","Issue Stall Reasons (Data Request)",1.366260%,1.366260%,1.366260%
"GeForce GTX 1080 Ti (0)","_ZN2at6native17kernelHistogram1DIfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_ENKUlvE_clEvENKUlvE0_clEvEUllE_EEvNS_4cuda6detail10TensorInfoIS9_T1_EESK_NSI_IT0_SJ_EEiSL_SL_SJ_T6_",1,"achieved_occupancy","Achieved Occupancy",0.989569,0.989569,0.989569
"GeForce GTX 1080 Ti (0)","void at::native::MaxPoolForward<float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward<float, float>*, long*)",3,"issue_slot_utilization","Issue Slot Utilization",9.415811%,9.559595%,9.504920%
"GeForce GTX 1080 Ti (0)","void at::native::MaxPoolForward<float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward<float, float>*, long*)",3,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",0.542379,0.551627,0.546194
