"Device","Kernel","Invocations","Event Name","Min","Max","Avg","Total"
"GeForce GTX 1080 Ti (0)","_ZN84_GLOBAL__N__60_tmpxft_00008cbb_00000000_11_Distributions_compute_75_cpp1_ii_c3aa7ee643distribution_elementwise_grid_stride_kernelIfLi4EZZZN2at6native18normal_kernel_cudaERNS1_14TensorIteratorEddPNS1_9GeneratorEENKUlvE_clEvENKUlvE0_clEvEUlP24curandStatePhilox4_32_10E0_ZNS_27distribution_nullary_kernelIffLi4ESB_ZZZNS2_18normal_kernel_cudaES4_ddS6_ENKS7_clEvENKS8_clEvEUlfE_EEvS4_PNS1_13CUDAGeneratorERKT2_T3_EUlifE_EEviSt4pairImmET1_SG_",5,"elapsed_cycles_pm",750661,170155417,52854910,264274550
"GeForce GTX 1080 Ti (0)","_ZN2at6native49kernelHistogram1D_upsample_bilinear2d_out_frame_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEEbENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iT8_SP_bNS_20PackedTensorAccessorIT7_Lm4ENS_16DefaultPtrTraitsElEEST_",1,"elapsed_cycles_pm",248904916,248904916,248904916,248904916
"GeForce GTX 1080 Ti (0)","void at::native::upsample_bilinear2d_out_frame_batch_norm_collect_statistics_kernel_100<float, float, at::native::InvStd, float, float, float, int>(int, float, at::native::upsample_bilinear2d_out_frame_batch_norm_collect_statistics_kernel_100<float, float, at::native::InvStd, float, float, float, int>, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits, float, float, float, float, float, float, float)",1,"elapsed_cycles_pm",251637127,251637127,251637127,251637127
"GeForce GTX 1080 Ti (0)","_ZN2at6native58kernelHistogram1D_batch_norm_collect_statistics_kernel_100IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZNS0_17_histc_cuda_fusedIffiEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_dEUllE_NS0_6InvStdEfffiEEvNS_4cuda6detail10TensorInfoIS9_T1_EESH_NSF_IT0_SG_EEiSI_SI_SG_T6_NS_20PackedTensorAccessorIT8_Lm3ENS_17RestrictPtrTraitsET11_EET10_SQ_NSL_IT9_Lm1ESN_SO_EESS_NSL_ISQ_Lm1ESN_SO_EEST_",1,"elapsed_cycles_pm",244860541,244860541,244860541,244860541
"GeForce GTX 1080 Ti (0)","void at::native::batch_norm_collect_statistics_kernel<at::native::InvStd, float, float, float, int>(at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, at::native::batch_norm_collect_statistics_kernel<at::native::InvStd<float, unsigned long=1, float, at::RestrictPtrTraits>, float, float, float, int>, float, at::native::batch_norm_collect_statistics_kernel<at::native::InvStd<at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, unsigned long=1, float, at::RestrictPtrTraits>, float, float, float, int>, at::native::batch_norm_collect_statistics_kernel<at::native::InvStd<float, unsigned long=1, float, at::RestrictPtrTraits>, float, float, float, int>)",4,"elapsed_cycles_pm",109497496,109657857,109593309,438373238
"GeForce GTX 1080 Ti (0)","void at::native::im2col_kernel_MaxPoolForward_0<float, float, float>(long, float const *, long, long, long, long, long, long, long, long, long, long, long, long, at::native::im2col_kernel_MaxPoolForward_0<float, float, float>*, int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::im2col_kernel_MaxPoolForward_0<float, float, float>**, long*)",1,"elapsed_cycles_pm",190078123,190078123,190078123,190078123
"GeForce GTX 1080 Ti (0)","_ZN2at6native57kernelHistogram1D_batch_norm_collect_statistics_kernel_11IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZNS0_17_histc_cuda_fusedIffiEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_dEUllE_NS0_6InvStdEfffiEEvNS_4cuda6detail10TensorInfoIS9_T1_EESH_NSF_IT0_SG_EEiSI_SI_SG_T6_NS_20PackedTensorAccessorIT8_Lm3ENS_17RestrictPtrTraitsET11_EET10_SQ_NSL_IT9_Lm1ESN_SO_EESS_NSL_ISQ_Lm1ESN_SO_EEST_",1,"elapsed_cycles_pm",261368415,261368415,261368415,261368415
"GeForce GTX 1080 Ti (0)","void at::native::im2col_kernel<float>(long, float const *, long, long, long, long, long, long, long, long, long, long, long, long, at::native::im2col_kernel<float>*)",4,"elapsed_cycles_pm",82926048,83914409,83600250,334401002
"GeForce GTX 1080 Ti (0)","void at::native::im2col_kernel_MaxPoolForward_100<float, float, float>(long, float const *, long, long, long, long, long, long, long, long, long, long, long, long, at::native::im2col_kernel_MaxPoolForward_100<float, float, float>*, int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::im2col_kernel_MaxPoolForward_100<float, float, float>**, long*)",1,"elapsed_cycles_pm",176922922,176922922,176922922,176922922
"GeForce GTX 1080 Ti (0)","void at::native::_GLOBAL__N__50_tmpxft_00003958_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::upsample_bilinear2d_out_frame<float, float>(int, float, at::native::_GLOBAL__N__50_tmpxft_00003958_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::upsample_bilinear2d_out_frame<float, float>, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits)",1,"elapsed_cycles_pm",97114769,97114769,97114769,97114769
"GeForce GTX 1080 Ti (0)","void at::native::upsample_bilinear2d_out_frame_batch_norm_collect_statistics_kernel_bar_sync<float, float, at::native::InvStd, float, float, float, int>(int, float, at::native::upsample_bilinear2d_out_frame_batch_norm_collect_statistics_kernel_bar_sync<float, float, at::native::InvStd, float, float, float, int>, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits, float, float, float, float, float, float, float)",1,"elapsed_cycles_pm",306314254,306314254,306314254,306314254
"GeForce GTX 1080 Ti (0)","void at::native::im2col_kernel_upsample_bilinear2d_out_frame_100<float, float, float>(long, float const *, long, long, long, long, long, long, long, long, long, long, long, long, at::native::im2col_kernel_upsample_bilinear2d_out_frame_100<float, float, float>*, int, float, at::native::im2col_kernel_upsample_bilinear2d_out_frame_100<float, float, float>*, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits)",1,"elapsed_cycles_pm",221435859,221435859,221435859,221435859
"GeForce GTX 1080 Ti (0)","void at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_100<float, float, at::native::InvStd, float, float, float, int>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_100<float, float, at::native::InvStd, float, float, float, int>*, long*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, long*, float, long*, long*)",1,"elapsed_cycles_pm",208637250,208637250,208637250,208637250
"GeForce GTX 1080 Ti (0)","void at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_0<float, float, at::native::InvStd, float, float, float, int>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::MaxPoolForward_batch_norm_collect_statistics_kernel_0<float, float, at::native::InvStd, float, float, float, int>*, long*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, long*, float, long*, long*)",1,"elapsed_cycles_pm",190355619,190355619,190355619,190355619
"GeForce GTX 1080 Ti (0)","_ZN2at6native40im2col_kernel_kernelHistogram1D_bar_syncIffflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EZZZNS0_26_histc_cuda_template_fusedIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_ENKUlvE_clEvENKUlvE0_clEvEUllE_EEvlPKS9_llllllllllllPS9_NS_4cuda6detail10TensorInfoIT0_T2_EESO_NSL_IT1_SN_EEiSP_SP_SN_T7_",1,"elapsed_cycles_pm",153979741,153979741,153979741,153979741
"GeForce GTX 1080 Ti (0)","_ZN2at6native63kernelHistogram1D_batch_norm_collect_statistics_kernel_bar_syncIfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZNS0_17_histc_cuda_fusedIffiEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_dEUllE_NS0_6InvStdEfffiEEvNS_4cuda6detail10TensorInfoIS9_T1_EESH_NSF_IT0_SG_EEiSI_SI_SG_T6_NS_20PackedTensorAccessorIT8_Lm3ENS_17RestrictPtrTraitsET11_EET10_SQ_NSL_IT9_Lm1ESN_SO_EESS_NSL_ISQ_Lm1ESN_SO_EEST_",1,"elapsed_cycles_pm",254795467,254795467,254795467,254795467
"GeForce GTX 1080 Ti (0)","_ZN2at6native35im2col_kernel_kernelHistogram1D_100IffflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EZZZNS0_26_histc_cuda_template_fusedIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_ENKUlvE_clEvENKUlvE0_clEvEUllE_EEvlPKS9_llllllllllllPS9_NS_4cuda6detail10TensorInfoIT0_T2_EESO_NSL_IT1_SN_EEiSP_SP_SN_T7_",1,"elapsed_cycles_pm",251252204,251252204,251252204,251252204
"GeForce GTX 1080 Ti (0)","void at::native::im2col_kernel_batch_norm_collect_statistics_kernel_100<float, at::native::InvStd, float, float, float, int>(long, float const *, long, long, long, long, long, long, long, long, long, long, long, long, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_100<float, at::native::InvStd, float, float, float, int>*, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, float, at::PackedTensorAccessor<float, unsigned long=3, at::RestrictPtrTraits, int>, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_100<float, at::native::InvStd, float, float, float, int>*, float, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_100<float, at::native::InvStd, float, float, float, int>*, at::native::im2col_kernel_batch_norm_collect_statistics_kernel_100<float, at::native::InvStd, float, float, float, int>*)",1,"elapsed_cycles_pm",241511465,241511465,241511465,241511465
"GeForce GTX 1080 Ti (0)","void at::native::_GLOBAL__N__50_tmpxft_00003958_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward<float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__50_tmpxft_00003958_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward<float, float>*, long*)",1,"elapsed_cycles_pm",131196755,131196755,131196755,131196755
"GeForce GTX 1080 Ti (0)","_ZN2at6native33im2col_kernel_kernelHistogram1D_0IffflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EZZZNS0_26_histc_cuda_template_fusedIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_ENKUlvE_clEvENKUlvE0_clEvEUllE_EEvlPKS9_llllllllllllPS9_NS_4cuda6detail10TensorInfoIT0_T2_EESO_NSL_IT1_SN_EEiSP_SP_SN_T7_",1,"elapsed_cycles_pm",155189116,155189116,155189116,155189116
"GeForce GTX 1080 Ti (0)","_ZN2at6native34im2col_kernel_kernelHistogram1D_1xIffflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EZZZNS0_26_histc_cuda_template_fusedIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_ENKUlvE_clEvENKUlvE0_clEvEUllE_EEvlPKS9_llllllllllllPS9_NS_4cuda6detail10TensorInfoIT0_T2_EESO_NSL_IT1_SN_EEiSP_SP_SN_T7_",1,"elapsed_cycles_pm",256356624,256356624,256356624,256356624
"GeForce GTX 1080 Ti (0)","void at::native::_GLOBAL__N__50_tmpxft_00003958_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::max_pool_upsample_kernel<float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__50_tmpxft_00003958_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::max_pool_upsample_kernel<float, float>*, long*, int, float, long*, bool, at::PackedTensorAccessor<at::native::_GLOBAL__N__50_tmpxft_00003958_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::max_pool_upsample_kernel<float, float>, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits)",1,"elapsed_cycles_pm",201152880,201152880,201152880,201152880
"GeForce GTX 1080 Ti (0)","_ZN2at6native35kernelHistogram1D_MaxPoolForward_11IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_bENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iPKT7_iiiiiiiiiiiiiiPSP_Pl",1,"elapsed_cycles_pm",124247648,124247648,124247648,124247648
"GeForce GTX 1080 Ti (0)","_ZN2at6native58kernelHistogram1D_batch_norm_collect_statistics_kernel_101IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZNS0_17_histc_cuda_fusedIffiEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_dEUllE_NS0_6InvStdEfffiEEvNS_4cuda6detail10TensorInfoIS9_T1_EESH_NSF_IT0_SG_EEiSI_SI_SG_T6_NS_20PackedTensorAccessorIT8_Lm3ENS_17RestrictPtrTraitsET11_EET10_SQ_NSL_IT9_Lm1ESN_SO_EESS_NSL_ISQ_Lm1ESN_SO_EEST_",1,"elapsed_cycles_pm",254598692,254598692,254598692,254598692
"GeForce GTX 1080 Ti (0)","_ZN2at6native17kernelHistogram1DIfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EZNS0_20_histc_cuda_templateIffiEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_dEUllE_EEvNS_4cuda6detail10TensorInfoIS9_T1_EESF_NSD_IT0_SE_EEiSG_SG_SE_T6_",1,"elapsed_cycles_pm",81290852,81290852,81290852,81290852
"GeForce GTX 1080 Ti (0)","_ZN2at6native34kernelHistogram1D_MaxPoolForward_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEESC_SC_SC_bENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iPKT7_iiiiiiiiiiiiiiPSP_Pl",1,"elapsed_cycles_pm",275154094,275154094,275154094,275154094
"GeForce GTX 1080 Ti (0)","void at::native::_GLOBAL__N__50_tmpxft_00003958_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward_upsample_bilinear2d_out_frame_100<float, float, float, float>(int, float const *, int, int, int, int, int, int, int, int, int, int, int, int, int, int, at::native::_GLOBAL__N__50_tmpxft_00003958_00000000_6_MaxPoolUpSample_cpp1_ii_f4a1d887::MaxPoolForward_upsample_bilinear2d_out_frame_100<float, float, float, float>*, long*, int, float, long*, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits)",1,"elapsed_cycles_pm",206599954,206599954,206599954,206599954
"GeForce GTX 1080 Ti (0)","_ZN2at6native56kernelHistogram1D_batch_norm_collect_statistics_kernel_0IfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZNS0_17_histc_cuda_fusedIffiEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_dEUllE_NS0_6InvStdEfffiEEvNS_4cuda6detail10TensorInfoIS9_T1_EESH_NSF_IT0_SG_EEiSI_SI_SG_T6_NS_20PackedTensorAccessorIT8_Lm3ENS_17RestrictPtrTraitsET11_EET10_SQ_NSL_IT9_Lm1ESN_SO_EESS_NSL_ISQ_Lm1ESN_SO_EEST_",1,"elapsed_cycles_pm",387313549,387313549,387313549,387313549
"GeForce GTX 1080 Ti (0)","void at::native::upsample_bilinear2d_out_frame<float, float>(int, float, at::native::upsample_bilinear2d_out_frame<float, float>, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits)",3,"elapsed_cycles_pm",91957867,93910895,93200281,279600844
"GeForce GTX 1080 Ti (0)","_ZN2at6native17kernelHistogram1DIfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEEbENKUlvE_clEvENKUlvE0_clEvEUllE_EEvNS_4cuda6detail10TensorInfoIS9_T1_EESK_NSI_IT0_SJ_EEiSL_SL_SJ_T6_",1,"elapsed_cycles_pm",81461072,81461072,81461072,81461072
"GeForce GTX 1080 Ti (0)","void at::native::upsample_bilinear2d_out_frame_batch_norm_collect_statistics_kernel_0<float, float, at::native::InvStd, float, float, float, int>(int, float, at::native::upsample_bilinear2d_out_frame_batch_norm_collect_statistics_kernel_0<float, float, at::native::InvStd, float, float, float, int>, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits, float, float, float, float, float, float, float)",1,"elapsed_cycles_pm",306015756,306015756,306015756,306015756
"GeForce GTX 1080 Ti (0)","void at::native::im2col_kernel_upsample_bilinear2d_out_frame_0<float, float, float>(long, float const *, long, long, long, long, long, long, long, long, long, long, long, long, at::native::im2col_kernel_upsample_bilinear2d_out_frame_0<float, float, float>*, int, float, at::native::im2col_kernel_upsample_bilinear2d_out_frame_0<float, float, float>*, bool, at::PackedTensorAccessor<float, unsigned long=4, at::DefaultPtrTraits, long>, at::DefaultPtrTraits)",1,"elapsed_cycles_pm",169040961,169040961,169040961,169040961
"GeForce GTX 1080 Ti (0)","_ZN2at6native56kernelHistogram1D_upsample_bilinear2d_out_frame_bar_syncIfflLi1ELi2ELin1ELNS0_23CUDAHistogramMemoryTypeE0EKZZZNS0_20_histc_cuda_templateIfEESt5tupleIJNS_6TensorES5_EERKS5_lT_S9_S8_N3c108ArrayRefIlEEbENKUlvE_clEvENKUlvE0_clEvEUllE_ffEEvNS_4cuda6detail10TensorInfoIS9_T1_EESL_NSJ_IT0_SK_EEiSM_SM_SK_T6_iT8_SP_bNS_20PackedTensorAccessorIT7_Lm4ENS_16DefaultPtrTraitsElEEST_",1,"elapsed_cycles_pm",164432341,164432341,164432341,164432341
